0, input #0, 14,29, 20, 13
1, input #1, 14, 49,20, 13
2, input #2, 14, 69, 20, 13
3, input #3, 14, 89, 20, 13
4, input #4, 14, 109, 20, 13
5, input #5, 14, 129, 20, 13
6, input #6, 14, 149, 20, 13
7, input #7, 14, 169, 20, 13
8, output #0, 417, 29, 20, 13
9, output #1, 417, 49, 20, 13
10, output #2, 417, 69, 20, 13
11, output #3, 417, 89, 20, 13
12, output #4, 417, 109, 20, 13
13, output #5, 417, 129, 20, 13
14, output #6, 417, 149, 20, 13
15, output #7, 417, 169, 20, 13
