1, lane #1, 57, 276, 20, 41
2, lane #2, 83, 276, 20, 41
3, lane #3, 109, 276, 20, 41
4, lane #4, 135, 276, 20, 41
5, lane #5, 161, 276, 20, 41
6, lane #6, 187, 276, 20, 41
7, lane #7, 213, 276, 20, 41
8, lane #8, 239, 276, 20, 41
9, start, 295, 276, 20, 41
10, pause, 321, 276, 20, 41
11, resume, 347, 276, 20, 41
12, abort, 373, 276, 20, 41
