1, car #1, 191, 82, 10, 10
2, car #2, 217, 82, 10, 10
3, car #3, 243, 82, 10, 10
4, car #4, 269, 82, 10, 10
5, car #5, 295, 82, 10, 10
6, car #6, 321, 82, 10, 10
7, light #1, 191, 100, 10, 10
8, light #2, 217, 100, 10, 10
9, light #3, 243, 100, 10, 10
10, light #4, 269, 100, 10, 10
11, light #5, 295, 100, 10, 10
12, light #6, 321, 100, 10, 10
13, red light, 377, 91, 10, 10
14, green light, 403, 91, 10, 10
